id,review,seller_responsivity,shipping_&_packaging,product_quality,spamming
2500,"asli keren,enak dan nyaman dipakai",0.0,0.0,1.0,0.0
3044,"Terima kasih,, barang sesuai",0.0,0.0,1.0,0.0
6679,Barang dan pengiriman ok... ,0.0,1.0,1.0,0.0
211,Bagusss hasilnyaa suka,0.0,0.0,1.0,0.0
2086,Jahitan lumayan rapi dan menarik,0.0,0.0,1.0,0.0
51,Terima kasih bosqu. Barang sudah diterima dan berfungsi bosqu,0.0,0.0,1.0,0.0
1766,barang bagus pengiriman cepat,0.0,1.0,1.0,0.0
2478,barang belum nyampe.. ga tau kemana tuh paket,0.0,1.0,0.0,0.0
1594,Packingnya bagus dan sesuai dengan yang digambar.,0.0,1.0,1.0,0.0
194,"Sesuai dengan di
skripsi",0.0,0.0,1.0,0.0
2970,Thanks udh dtg brg ny,0.0,0.0,0.0,1.0
5022,Respond cepat ! sip thanks ,1.0,0.0,0.0,0.0
1975,sangat lembut ditangan dan sangat membantu perkembangan si KECIL.,0.0,0.0,1.0,0.0
1552,"pengiriman cepat barang bagus, recomended seller !!!!!!!!!!!!!!!!!!!!!!!!!!!",1.0,1.0,1.0,0.0
8573,"Barang sampai sesuai pesanan
Thanks",0.0,0.0,1.0,0.0
4250,Mantaaaaaaaaaaaaaaaaaaaaaaap bosque,0.0,0.0,0.0,1.0
3043,"Seller responsif,barang sesuai foto,packing rapih.Makasih bonus y gan.",1.0,1.0,1.0,0.0
7803,barangnya lumayan bagus tapi jumlah tulang yang dijanjikan tidak sesuai total cuma 30 bukan 40 kecewa jadinya.,0.0,0.0,1.0,0.0
1179,"Barang udh sampe, sesuai pesanan",0.0,1.0,1.0,0.0
5684,"Produk sudah diterima sesuai dengan deskripsi .. Thx
Suskes selalu ya.",0.0,0.0,1.0,0.0
5787,Oke............puas bangettt,0.0,0.0,1.0,0.0
9983,Barang nya oke bgttt. Recommanded bgttt...,0.0,0.0,1.0,0.0
244,"Udah bbrp kali belanja disini selalu puas, build qualitynya anker ga pernah mengecewakan &amp; sellernya juga responsif",1.0,0.0,1.0,0.0
2134,"Brg bgs n sesuai, pengiriman cpt, fast response",1.0,1.0,1.0,0.0
1858,produk sesuai pesanan respon cepat,1.0,0.0,1.0,0.0
4174,Barang berfungsi dengan baik.  Terima kasih.,0.0,0.0,1.0,0.0
4299,barang sudah sampai.. thx,0.0,1.0,0.0,0.0
9552,Sesuai permintaan ... Terimakasih . ,0.0,0.0,1.0,0.0
1195,"Bahannya agak tipis, ga tebal seperti yg dibayangan saya. Enteng bgt. Tp design oke.",0.0,0.0,1.0,0.0
7417,oke lah pokoknya......,0.0,0.0,0.0,1.0
8647,"packing &amp; pengiriman baik sekali, untuk tes ketahanan dari 100% - 99% di butuhkan wktu 8 menit 54 detik.. ada harga ada rupa overall lumayan untuk batrei cadangan dibanding beli hrga 1 batrei ori dapet 3-4 btrei powerextra 😂",0.0,1.0,1.0,0.0
3192,"Respon cepat, packing sangat baik",1.0,1.0,0.0,0.0
1794,Ok....barang dah sampai. Tq,0.0,0.0,0.0,1.0
2427,sippppppppppppppppppp,0.0,0.0,0.0,1.0
5814,barang sesuai....pengiriman cpt,0.0,1.0,1.0,0.0
1625,"Packing rapi . Cepat sampai. Barang ok.
Recommended lh pokoknya",0.0,1.0,0.0,0.0
1949,paket sdh di terima dgn baik.. terima kasih,0.0,1.0,0.0,0.0
30,Barang sesuai dengan deskripsi dan keren banget !,0.0,0.0,1.0,0.0
2543,thankyouu .. kerenn .. nyaman . passs .. warnanya juga aku suka ... pkknya recommended banget deh bara~baranya ... PUUAAASSSSSSS,0.0,0.0,1.0,0.0
5792,Baraaangg gooooooodd skali,0.0,0.0,1.0,0.0
1727,"Bagus dan rapih
Semoga mama mertua suka. Haha",0.0,0.0,1.0,0.0
4424,"Good product, fast response, fast delivery. Recommended seller...👍👍",1.0,1.0,1.0,0.0
10122,"enak, baru dicoba yang thai tea",0.0,0.0,1.0,0.0
4502,Mantap bos...........,0.0,0.0,0.0,1.0
2040,Barang sudah sampai. Kwalitas oke,0.0,0.0,1.0,0.0
1634,Alahmdulillah barang sudah sampai,0.0,0.0,0.0,1.0
1854,bahannya adem maksih sis,0.0,0.0,1.0,0.0
5588,"Enak sellernya aktif... soalnya saya banyak pertNyaan tp selalu d jawab. Thanks
",1.0,0.0,0.0,0.0
8599,Sudah diterima...terima kasih,0.0,1.0,0.0,0.0
1790,"Baeangny sdh diterima...pengiriman cepat. Packing rapi n brgny bagus...makasih y

",0.0,1.0,1.0,0.0
37,Terimakasih pesanan sudah sampai,0.0,0.0,0.0,1.0
4169,barang berfungsi dengan baik dan cepat sampai..Recsell,1.0,1.0,1.0,0.0
5729,Barangnya udah sampai...... Cakep punya..... Penjualnya baik dan responnya cepat..... Terima kasih banyak ya Gan..... 😊🙏,1.0,0.0,1.0,0.0
2380,keyen......  haha murah tp gokil keren... seller yg koperative dan cerdas......,1.0,0.0,1.0,0.0
1549,barang udah saya terima dan sesuai dgn gambar.. kualitas oke setara sama harga.. thanks ya gan,0.0,0.0,1.0,0.0
1538,"bagus
sesuai dengan yy di harapkan",0.0,0.0,0.0,1.0
10008,"Ok.....................................................
",0.0,0.0,0.0,1.0
4682,terimakasih kakak....,0.0,0.0,0.0,1.0
6170,"bagus tapi kalau buat cooca 40 inch kurang cocok walau bisa dipasang, soalnya cooca gak punya lubang baut+ mur buat yang bawah cuma yang atas aja",0.0,0.0,1.0,0.0
344,Engga kurang dari 6 jam barang udah sampe lewat gosend! Terimakasih,0.0,0.0,0.0,1.0
4217,Pembelian kedua.. respon toko sangat cepat.. good seller... sangat di rekomendasikan.. ,1.0,0.0,0.0,0.0
5707,"Pengirimannya cepet bgt .. adminnya ramah .. rasa susu almond nya enaaakkk .. dan ngaruh bgt ke asi .. insya Allah klo udh abis mau pesen lg .. thanks yaaa
",1.0,1.0,1.0,0.0
106,"Passss, baguss,makasihh",0.0,0.0,1.0,0.0
9985,"Sisa wkt 1 jam sebelum di respon proses sm seller, kirain mau di batalin 😅 belum dicoba pake, moga bener ga lengket.. thx",1.0,0.0,1.0,0.0
7494,"Barang Diterima Gan! bagus sesuai deskripsi, thanks!",0.0,0.0,1.0,0.0
9542,"thanks gan , barang mantap sudah di tester bagus",0.0,0.0,1.0,0.0
1710,"Produk bagus, respon cepat ",1.0,0.0,1.0,0.0
1027,"produk sesuai dan bagus
",0.0,0.0,1.0,0.0
1120,"Fast Response, Pengiriman cepat, produk dalam kondisi baik",1.0,1.0,1.0,0.0
9835,Barang sesuai pesanan.. tks..,0.0,0.0,1.0,0.0
2004,terima kasih .....................,0.0,0.0,0.0,1.0
922,"sayang bintangnya cuma 5, OK banget barang &amp; cepat kirimnya
recommended seller
",0.0,1.0,1.0,0.0
170,Produk nya bagus sesuai orderan,0.0,0.0,1.0,0.0
4115,"Sesuai gambar, pengiriman cepat, recommended seller",0.0,1.0,1.0,0.0
9936,"Barang sesuai pesanan,respon penjual cepat,packing rapi",1.0,1.0,1.0,0.0
8084,Sangat puas dengan respon seller yang cepat. packingannya juga aman. Produknya bagus ..cukup entertaining buat mainan keluarga. ,1.0,1.0,1.0,0.0
4378,Kirim gc barang sesuai foto,0.0,0.0,1.0,0.0
10422,Bagus rapi enak pula asi cukup,0.0,0.0,1.0,0.0
1040,Barang sudah terima. Mantabs,0.0,0.0,0.0,1.0
5694,prosesnya cepat. produknya juga oke.,1.0,0.0,1.0,0.0
8601,"Sesuai dng gambar dan spec, packaging rapi, charging cepat penuh",0.0,1.0,1.0,0.0
7492,Biarkan bintang yang berbicara..,0.0,0.0,0.0,1.0
2142,Barang bagus sesuai pesanan respon cepat siip daahhh,1.0,0.0,1.0,0.0
3030,Harga cukup bersaing dan kiriman cepat,0.0,1.0,1.0,0.0
2060,Produk sesuai tp untuk jari orang dewasa kekecilan,0.0,0.0,1.0,0.0
7508,Makasih mas gan.. setelah dag dig dug resi ga diinput2.. tapi barang nyampe pas sehari setelah order.,0.0,1.0,0.0,0.0
193,Pelayanan &amp; packingannya bagus. Terimakasih ,1.0,1.0,0.0,0.0
4544,Barang ori..harga bagus.pengiriman cepat sekali.. lagi2 toko ini memuaskan pembelinya. Rekomen seller. ini pembelian ke 4 di toko ini,0.0,1.0,1.0,0.0
7540,"Barang mantap, pengiriman cepet.
Next time order lagi.",0.0,1.0,1.0,0.0
3433,Makasih gan....sukses terusss..,0.0,0.0,0.0,1.0
1642,"Barang sudah sampai kemaren, respon cepat, pengiriman cepat, very recommended dah.. 😊",1.0,1.0,0.0,0.0
2098,"Recomend seller,packaging rapih,sesuai pesanan",1.0,1.0,1.0,0.0
4067,"Fast response, fast delivery, recommended seller 👍👍👍👍👍",1.0,1.0,0.0,0.0
656,Biarlah bintang berbicara,0.0,0.0,0.0,1.0
7544,"good service, good product, recommended seller buat brf2 elektronik",1.0,0.0,1.0,0.0
1609,Kualitas produk sangat baik,0.0,0.0,1.0,0.0
1799,Bagus bgt sukaaa bgt....,0.0,0.0,1.0,0.0
4288,Bagus gan cepet dan barang nya ori honda ,0.0,0.0,1.0,0.0
10216,Karena baru dicoba 1x minum belum kelihatan hasilnya. Penjualnya fast respon&amp;informatif. Pengiriman cepat,1.0,1.0,1.0,0.0
113,Barang bagus banget nyesel beli 1 paket,0.0,0.0,1.0,0.0
2079,"Barang bagus, cepat sampai, recommended!",0.0,1.0,1.0,0.0
2069,mksh kak..........................................,0.0,0.0,0.0,1.0
9822,Mantap sesuai ekspektasi saya ,0.0,0.0,1.0,0.0
954,"Barang baik,,penjual ramah dan sigap. ",1.0,0.0,1.0,0.0
1787,"pengiriman ccepat ,packing rapi ,kualitas bahan dan motif juga oke, best selleeerrrr",0.0,1.0,1.0,0.0
3079,Barang sesuai pesanan dan sampai dengan cepat,0.0,1.0,1.0,0.0
2128,"puas, bagus anak q suka...trima kasih pelayanan dan pngiriman baik",1.0,1.0,1.0,0.0
4056,Thanksssssssssssssssssssss,0.0,0.0,0.0,1.0
122,"Barang ok, original, pengiriman cepat",1.0,1.0,1.0,0.0
6856,Barang oke pengiriman cepat,0.0,1.0,1.0,0.0
10266,Mksh ya gan paket nya sdh sy terima tepat Wkt sesuai pesanan...,0.0,1.0,0.0,0.0
3091,Mantab.. barang sesuai deskripsi.. reaponnya cepat..,1.0,0.0,1.0,0.0
1864,Barang nya bagius sesuai gambar tq,0.0,0.0,1.0,0.0
8285,Barang sesuai deskripsi,0.0,0.0,1.0,0.0
3336,Produk bagus sesuai deskripsi ,0.0,0.0,1.0,0.0
556,"Seller fast respon, order jam 1 jam setengah 3 udah sampai",1.0,0.0,0.0,0.0
4685,barang mantap sesuai pic dan pengirimam cepat .,0.0,1.0,1.0,0.0
4068,Produk baik sesuai deskripsi penjual ramah sopan,1.0,0.0,1.0,0.0
2440,Cepat sampainya.......................,0.0,1.0,0.0,0.0
5579,"Packing rapi, respon cepat, biar bintang yg bicara...makasi",1.0,1.0,0.0,0.0
9836,Oke bangeeeett...barang cepat sampai,0.0,1.0,0.0,0.0
7,"sist,,,mksud saya pengen nyari model yg sama kyak yg biru, tp warna hitam 
trnyta modelnya beda,, pelanggan komplai, barang d kembaliin",0.0,0.0,1.0,0.0
4652,"Terima kasih, respon nya cepat, barang sesuai dengan spesifikasi ",1.0,0.0,1.0,0.0
4896,"Fast respon , recommended",1.0,0.0,0.0,0.0
318,"barang sudah mendarat mulus gan, pengiriman juga cepet
okelah pokoknya seller yg atu ini .",0.0,1.0,0.0,0.0
4638,Good seller..barang sesuai pesanan,1.0,0.0,1.0,0.0
1396,Thanks yaaa... sukaaaa bgt mukena nya... pengirimaan dan respon cepat.... Thank You....,1.0,1.0,1.0,0.0
2196,Sesuai pesanan 👍👌,0.0,0.0,1.0,0.0
8575,Terima kasih.........................,0.0,0.0,0.0,1.0
2526,selalu puas belanja di sini.... barang yg di pesan bagussss .. cuma yg ini ukuran 38 nya besar... bisa tukar kan ...mksh y,0.0,0.0,1.0,0.0
71,"Packing baru dg kemasan baru, packing pengiriman lumayan bagus.. thanks a lot",0.0,1.0,0.0,0.0
4872,"barang udah nyampai dengan cepat , thanks gan",0.0,1.0,0.0,0.0
2157,Bakal langganan nih beli sepatu disini❤❤,0.0,0.0,0.0,1.0
2282,Okeeeeeeeeeeeeeeeeeee bangeeeeett,0.0,0.0,0.0,1.0
1104,Packing rapih dan aman jd barang sampai dengan kondisi yang baik. Thanks,1.0,1.0,0.0,0.0
149,Bagus sekali....rekomended ,0.0,0.0,1.0,0.0
171,"Produk sesuai deskripsi dan berfungsi dengan baik, packing sesuai standar, respon seller baik dalam memproses pesanan maupun penyelesaian masalah sangat cepat baik. Terimakasih. Very recommended seller. ",1.0,1.0,1.0,0.0
10135,Terimakasihhhh........,0.0,0.0,0.0,1.0
309,barang sesuai dgn yg di harapkan.memuaskan.seller cepat tanggap.,1.0,0.0,1.0,0.0
9715,Udah nyampe makasih ya ... ,0.0,0.0,0.0,1.0
5501,makasih agan terbaik selalu,0.0,0.0,0.0,1.0
7667,Penjual gak bertanggung jawab! Lensa makro ga bs dipake krn ring nya stuck. Zzzz.,0.0,0.0,1.0,0.0
7583,"Masya Allah..
Barangnya murah tapi bukan murahan, hasil jepretan memuaskan...

Enggak hanya barangnya yang bagus, tapi pelayanannya juga... Si om Seller mau pandu sampe bisa.

Well, pokoknya recomended banget!",1.0,0.0,1.0,0.0
8581,"Maaf gan baru sempet kasih ulasan, barang oke sudah dicoba dan awet.  thanks.",0.0,0.0,1.0,0.0
2470,Packing rapi Aman Terkendali barang sesuai dgn real picture.. keren deh warna Merah Marunn nya Terimakasih kak...,0.0,1.0,1.0,0.0
65,"Bukunya sudah diterima sesuai banget dengan pesanan, ada ttd dan CD. Terima kasih republik fiksi terima kasih tokopedia :)",0.0,0.0,1.0,0.0
9831,"packing rapih, cepet dikirim.... kalo soal mutu produk sih cetaphil sudah tidak diragukan lagi.",0.0,1.0,1.0,0.0
3569,Harddisk bekerja dengan baik..,0.0,0.0,1.0,0.0
460,Barang bagus pengiriman cepat,0.0,1.0,1.0,0.0
1969,bagus gan produknya makasih yaaa,0.0,0.0,1.0,0.0
156,makasih barang sudah sampai and sy suka......,0.0,0.0,0.0,1.0
2459,"Sepatunya udh smp,  barangnya sesuai dengan fotonya...  suka banget..  cuma agak longgar sepatunya tp gpp ~^^",0.0,0.0,1.0,0.0
348,Alhamdulillah sampai juga,0.0,0.0,0.0,1.0
2420,"Sukakkkkk,,,nyaman,,bagussss",0.0,0.0,1.0,0.0
1579,"Terimakasih barang sudah diterima dengan baik.. walaupun awal kendala salah alamat dr pihak kurir, tp fast respon dr sellernya.",1.0,1.0,0.0,0.0
7559,"Respons buyer sangat cepat soal deskripsi barang dsb, pengiriman menggunakan gojek agak terlalu sore padahal saya transaksi dr jam 11.


Tp its oke.

Karena overall barang oke, kondisi perfect.

Pas dicoba oke juga bokehnya. Buat street photo asik.

Thankyou. Sukses jualannya 👌🏻",1.0,1.0,1.0,0.0
2150,Penjual nya ramah .. Produk oke. Pokonyaaa recomanded seller .. Thanks,1.0,0.0,1.0,0.0
8920,Udah nyampe makasih ya... ,0.0,0.0,0.0,1.0
10304,Produk cepat sampai 👍,0.0,1.0,0.0,0.0
9880,"Pengiriman cepat, produk sesuai deskripsi",0.0,1.0,1.0,0.0
9842,Recommended prod dan seller,1.0,0.0,1.0,0.0
7615,Mantap! Barangnya cpt sampai dan packingnya bgs,0.0,1.0,0.0,0.0
42,"Orderan sesuaiii. Makasih playhousenya, bs buat rmh2an si kitten :)",0.0,0.0,1.0,0.0
4066,thanks ya untuk pelayanannya. sori baru review................,1.0,0.0,0.0,0.0
6005,Bagus.cepat response..rekomendid.wkkwk,1.0,0.0,1.0,0.0
46,"Mantab bos satu ini,pelayanan nya mantab,terimakasih bos,sukses selalu",1.0,0.0,0.0,0.0
1984,"produk baik, pelayanan ramah, packing rapi..",1.0,1.0,1.0,0.0
1786,barang sudah sampai barangnya bagus sesuai spesifikasinya....,0.0,0.0,1.0,0.0
1918,"barang sesuai dengan gambar,memuaskan..",0.0,0.0,1.0,0.0
4874,"mantapp,, seller responsif dan barang langsung dikirim. Terimakasih!",1.0,1.0,0.0,0.0
9,makasih barang sudah sampai dgn selamat,0.0,1.0,0.0,0.0
109,"barang sesuai deskripsi, produk original, pengiriman cepat",0.0,1.0,1.0,0.0
277,Barang sesua pesanan.... Walaupun pengiriman agak lambat.... Terimakasih....,0.0,1.0,1.0,0.0
1890,Family finger puppetnya sudah sampai dengan cepat....terima kasih Grandia Shop :),0.0,0.0,1.0,0.0
8586,Mantap barang cepat sampai,0.0,1.0,0.0,0.0
186,"barang bagus. respon cepet, packing mantap..... top pokoknya",1.0,1.0,1.0,0.0
4166,"sesuai pesanan, good seller, respon cepat",1.0,0.0,1.0,0.0
2184,sudah sampai barangnya. dan sepatu nya nyaman banget.terimakasih yahhh,0.0,0.0,1.0,0.0
343,Baik Charger nya. terimakasih,0.0,0.0,1.0,0.0
9818,Sesuai dengan deskripsi,0.0,0.0,1.0,0.0
200,produk bagus dan harga memadai,0.0,0.0,1.0,0.0
8359,makasih gan untuk bantuannya udah sampai.. moga tambah sukses,1.0,0.0,0.0,0.0
7491,"Beli di lapak ini oke, penilaian terutama untuk pelayanan seller ini oke banget",1.0,0.0,0.0,0.0
1688,"Responya cepet,brangnya cepet sampai ,pokoknya sip lah .",1.0,1.0,0.0,0.0
4072,"Thanks gan, kualitas baik, puas!!!
",0.0,0.0,1.0,0.0
2006,Respon sangat cepat... dan bagus pelayanan nya,1.0,0.0,1.0,0.0
2572,thanks ya.. barang sesuai keinginan,0.0,0.0,1.0,0.0
10084,mantapsss......rekomended seller....,1.0,0.0,0.0,0.0
8708,Bagusssssssss..........,0.0,0.0,0.0,1.0
2423,Maaaakkkkaaasssiiiihhhhhhh yaaaaaaaa,0.0,0.0,0.0,1.0
5297,Auto bintang 5 buat seller yg sgt responsif dan gercep dlm proses barang. Produk dan packingnya juga bagus.,1.0,1.0,0.0,0.0
894,Mndarat dgn selamat thx...,0.0,0.0,0.0,1.0
2029,baguuuuuuus dan harga murah tp barang ga murahan,0.0,0.0,1.0,0.0
2456,Berkali2 beli disini puas terus,0.0,0.0,0.0,1.0
7488,Barang tiba 1 hari saja sesuai janji. Respon seller cepat!,1.0,1.0,0.0,0.0
1011,Bagus.....ga kecewa deh,0.0,0.0,0.0,1.0
306,"barang sdh sampai, Barangnya berkualitas, tks delapan musik ngalam sasaji sam, tks juga buat toped. sukses selalu.",0.0,0.0,1.0,0.0
7127,tasnya mungil😁  but anak q suka.. thanks seller...,0.0,0.0,1.0,0.0
1868,Siipppp... Sudah d terima.. Walau packing nya biasa aja tp isi nya lumayan lah.. Tdk mengecewakan,0.0,1.0,0.0,0.0
9613,Sudah sampai cepat sekali,0.0,1.0,0.0,0.0
1560,respon dan produk memuaskan,1.0,0.0,1.0,0.0
1758,"pengiriman cepat,packing rapiiiii,thx ya",0.0,1.0,0.0,0.0
130,"Cepat dgn packing yg baik, tepat utk berlangganan 👍",0.0,1.0,0.0,0.0
2304,Wokewokewokewokewokewoke,0.0,0.0,0.0,1.0
281,Thanks......................,0.0,0.0,0.0,1.0
304,"Buku sudah diterima. Saya ditipu dan dirugikan. Barang yang dikirim tidak sesuai deskripsi, tidak ada CD dan TTD Penulis. Padahal saya beli 2 buku, kurang apa coba. NOT RECOMMENDED !",0.0,0.0,1.0,0.0
74,Terima kasih sudah sampai,0.0,0.0,0.0,1.0
3839,bekerja sesuai dengan harapan,0.0,0.0,1.0,0.0
7624,"Respon Chat Cepat. 
Packing Baik. 
Recommended Seller
",1.0,1.0,0.0,0.0
116,Barang diterima kemasan rapi,0.0,1.0,0.0,0.0
10085,"barang sudah sampai, packaging rapi.. aman. thanks yaa..",0.0,1.0,0.0,0.0
6674,Puas dgn brg nyak..cman agak lecet dikit sih..tp puasss dehhh..mksh,0.0,0.0,1.0,0.0
2183,Barang sesuai pesanan 😊,0.0,0.0,1.0,0.0
6584,Cepat dan barang sesuai,1.0,0.0,1.0,0.0
7738,Respon &amp; Pengiriman Cepat. Barang Ok. Recomended seller,0.0,1.0,1.0,0.0
301,"puas banget, packing rapi, pengiriman cepat dan sandalnya nyaman banget dikaki. thank sis",0.0,1.0,1.0,0.0
8363,bagus dan murah lagi,0.0,0.0,1.0,0.0
3,"pas sekali dengan gitar klasih Yamaha CS40.. jahitan rapi, tebel, kokoh.. keren lah pokoknya..",0.0,0.0,1.0,0.0
4128,Tq brg sdh sampai dgn sempurna,0.0,1.0,0.0,0.0
4332,Barang tiba dengan selamat dan sesuai dengan deskripsi,0.0,1.0,1.0,0.0
1626,Mukena nya cantik banget..aaa..seneng banget ka.. makasii ya.. :),0.0,0.0,1.0,0.0
268,Barang Bagus sesuai deskripsi.Respon Cepat .Tq ,1.0,0.0,1.0,0.0
4100,"Barang sudah sampai, fast respons
Overall Ok...
Thanks",1.0,0.0,0.0,0.0
220,recomended seller online shop! mantul (y),1.0,0.0,0.0,0.0
5058,"Produk sesuai dengan kualitas, respon cepat, packaging ++ (walaupun dus headsetnya sudah kuat, tapi terdapat penambahan dus utk keamanan) ",1.0,1.0,1.0,0.0
91,"Barang sesuai,kualitas bagus, pengiriman cepat",0.0,1.0,1.0,0.0
49,prosesnya lama sekali.................................,1.0,0.0,0.0,0.0
3031,Alhamdulillah product diterima dengan kondisi baik Dan bagus. ,0.0,1.0,1.0,0.0
4286,"Seperti biasa, barang ok, pelayanan memuaskan, thank you",1.0,0.0,1.0,0.0
912,"Bagussssssssss ,,,,,,,,",0.0,0.0,0.0,1.0
227,"respon sedikit lambat,mau ganti warna tapi gak di respon,akhirnya dikirim nya warna awal,yaudh lah ya ketolong sama bahan yang bagus+adem.makasih",1.0,0.0,1.0,0.0
1728,"barang ok sesuai gambar, pengiriman cepat",0.0,1.0,1.0,0.0
4096,"barangnya bagus sesuai gambar,.......[""v""]",0.0,0.0,1.0,0.0
250,"Respon cepat, barang Gress, top, recommended and trusted seller👍👍👍",1.0,0.0,1.0,0.0
1506,Ok...........................,0.0,0.0,0.0,1.0
157,"Respons cepat, packing baik, barang bagus. Thank you ❤",1.0,1.0,1.0,0.0
286,"Mantap, beneran recommended seller nih. Barang sesuai ekspektasi, pengiriman juga super cepat.",0.0,1.0,1.0,0.0
8143,"Handuknya bagus
Penjualnya mrespon pembeli dg baik.",1.0,0.0,1.0,0.0
8513,produk bagus. thanks ya gan,0.0,0.0,1.0,0.0
253,"Produk Sesuai dan Berfungsi Baik., Terima Kasih...!",0.0,0.0,1.0,0.0
297,barang OK. original......... mantap....,0.0,0.0,1.0,0.0
